gene,chr,strand,tss,pileup,utr,transcript
ENSMUSG00000058979,6,-,120531297,85,5,ENSMUST00000075303
ENSMUSG00000059005,2,+,75659277,692,41,ENSMUST00000090792
ENSMUSG00000059040,18,+,48046663,3240,94,ENSMUST00000076155
ENSMUSG00000059070,7,+,45718119,597,18,ENSMUST00000209693
ENSMUSG00000059149,1,-,132067925,169,33,ENSMUST00000126927
ENSMUSG00000059173,2,-,80128962,371,128,ENSMUST00000102655
ENSMUSG00000059182,6,-,52012510,36,109,ENSMUST00000204778
ENSMUSG00000059183,9,+,65435807,80,7,ENSMUST00000074792
ENSMUSG00000059189,9,+,38594172,1,51,ENSMUST00000081095
ENSMUSG00000059208,17,-,33685388,319,9,ENSMUST00000148178
ENSMUSG00000059213,15,-,98807894,687,81,ENSMUST00000075444
ENSMUSG00000059246,9,-,69760705,10,459,ENSMUST00000071281
ENSMUSG00000059263,7,+,112023508,150,200,ENSMUST00000210309
ENSMUSG00000059273,7,+,16401207,89,86,ENSMUST00000098789
ENSMUSG00000059278,11,+,69395823,240,69,ENSMUST00000144531
ENSMUSG00000059291,4,-,136053356,96,3,ENSMUST00000102536
ENSMUSG00000059325,5,-,77095231,405,222,ENSMUST00000081964
ENSMUSG00000059343,4,-,72852652,7,83,ENSMUST00000078617
ENSMUSG00000059355,8,+,85080977,1364,37,ENSMUST00000140621
ENSMUSG00000059363,19,-,24280570,27,5,ENSMUST00000081333
ENSMUSG00000059375,6,-,66612781,1,213,ENSMUST00000227418
ENSMUSG00000059395,13,-,21468523,8,82,ENSMUST00000068235
ENSMUSG00000059409,17,-,46704938,299,79,ENSMUST00000002839
ENSMUSG00000059410,6,+,132909442,1,209,ENSMUST00000076119
ENSMUSG00000059423,4,-,147848363,57,83,ENSMUST00000105718
ENSMUSG00000059436,12,-,76962194,355,169,ENSMUST00000110395
ENSMUSG00000059482,4,+,10874607,116,8,ENSMUST00000080517
ENSMUSG00000059518,5,-,136987514,123,7,ENSMUST00000111090
ENSMUSG00000059534,11,-,4704311,600,5,ENSMUST00000058407
ENSMUSG00000059540,2,+,181680313,60,94,ENSMUST00000103042
ENSMUSG00000059606,14,+,51162269,5,195,ENSMUST00000075648
ENSMUSG00000059623,9,+,20285473,6,228,ENSMUST00000212983
ENSMUSG00000059648,14,-,51050301,1,206,ENSMUST00000076106
ENSMUSG00000059669,12,+,24498614,135,18,ENSMUST00000221372
ENSMUSG00000059690,X,+,69945116,16,230,ENSMUST00000075654
ENSMUSG00000059714,17,+,35823402,122,419,ENSMUST00000173147
ENSMUSG00000059729,11,+,49494065,3,470,ENSMUST00000071807
ENSMUSG00000059742,2,-,63184294,83,7,ENSMUST00000131799
ENSMUSG00000059772,7,-,126695742,57,139,ENSMUST00000144897
ENSMUSG00000059796,11,-,69672312,503,11,ENSMUST00000163666
ENSMUSG00000059811,17,-,79896030,114,4,ENSMUST00000222193
ENSMUSG00000059821,9,-,19376186,1,307,ENSMUST00000216839
ENSMUSG00000059824,7,+,45705252,108,372,ENSMUST00000211357
ENSMUSG00000059834,3,-,41742487,46,459,ENSMUST00000026866
ENSMUSG00000059839,13,-,67484196,58,50,ENSMUST00000223868
ENSMUSG00000059842,2,+,154613362,66,10,ENSMUST00000081926
ENSMUSG00000059866,5,-,34513925,36,28,ENSMUST00000030991
ENSMUSG00000059897,8,+,69209074,97,83,ENSMUST00000212681
ENSMUSG00000059920,16,-,64770936,95,73,ENSMUST00000076991
ENSMUSG00000059921,3,+,141465609,82,105,ENSMUST00000142762
ENSMUSG00000059970,12,+,76404421,236,113,ENSMUST00000219555
ENSMUSG00000059974,9,-,29963115,570,189,ENSMUST00000075069
ENSMUSG00000059991,5,+,144545890,107,174,ENSMUST00000071782
ENSMUSG00000059995,11,-,102296758,101,127,ENSMUST00000145484
ENSMUSG00000060002,10,-,88503952,101,95,ENSMUST00000126074
ENSMUSG00000060012,14,+,64652549,119,53,ENSMUST00000224503
ENSMUSG00000060017,17,+,37751362,7,494,ENSMUST00000174675
ENSMUSG00000060019,8,-,106573442,2221,92,ENSMUST00000073722
ENSMUSG00000060030,11,-,58733433,4,270,ENSMUST00000216196
ENSMUSG00000060032,6,+,136808312,217,28,ENSMUST00000074556
ENSMUSG00000060036,15,-,80083346,434,20,ENSMUST00000187832
ENSMUSG00000060038,8,+,85071776,133,71,ENSMUST00000078665
ENSMUSG00000060063,5,+,149265064,28,49,ENSMUST00000071130
ENSMUSG00000060070,8,+,21617894,1,289,ENSMUST00000074343
ENSMUSG00000060073,12,+,70974720,317,27,ENSMUST00000071704
ENSMUSG00000060093,13,-,23761168,52,11,ENSMUST00000102964
ENSMUSG00000060121,12,+,59013444,34,33,ENSMUST00000021379
ENSMUSG00000060126,14,+,75845349,2708,80,ENSMUST00000110894
ENSMUSG00000060147,13,-,33935969,106,290,ENSMUST00000017188
ENSMUSG00000060152,5,+,115238042,152,8,ENSMUST00000135455
ENSMUSG00000060166,16,-,18235120,89,110,ENSMUST00000076957
ENSMUSG00000060181,10,-,117746390,72,25,ENSMUST00000219482
ENSMUSG00000060212,8,-,125898295,173,214,ENSMUST00000047239
ENSMUSG00000060216,11,+,70432681,178,50,ENSMUST00000084954
ENSMUSG00000060227,2,+,121866966,376,4,ENSMUST00000126256
ENSMUSG00000060257,2,+,152081638,47,412,ENSMUST00000064061
ENSMUSG00000060279,7,-,44929446,391,100,ENSMUST00000208405
ENSMUSG00000060288,4,-,119320480,30,6,ENSMUST00000106317
ENSMUSG00000060301,10,-,79097567,168,89,ENSMUST00000220220
ENSMUSG00000060314,7,-,140822136,71,99,ENSMUST00000106052
ENSMUSG00000060336,2,+,150218124,52,72,ENSMUST00000073782
ENSMUSG00000060375,12,+,107488586,1,71,ENSMUST00000082269
ENSMUSG00000060377,14,-,98994303,114,3,ENSMUST00000081987
ENSMUSG00000060397,7,+,12881195,41,100,ENSMUST00000144578
ENSMUSG00000060477,6,+,113638541,66,7,ENSMUST00000059286
ENSMUSG00000060487,10,-,9675204,52,241,ENSMUST00000100070
ENSMUSG00000060519,1,-,156674310,31,5,ENSMUST00000122242
ENSMUSG00000060550,17,+,35439215,8,6,ENSMUST00000071951
ENSMUSG00000060568,1,+,167001074,33,343,ENSMUST00000128373
ENSMUSG00000060586,17,+,34305927,21,27,ENSMUST00000074557
ENSMUSG00000060591,7,-,140955935,117,20,ENSMUST00000081649
ENSMUSG00000060594,9,-,51077032,21,62,ENSMUST00000214993
ENSMUSG00000060639,13,-,22041343,88,20,ENSMUST00000102977
ENSMUSG00000060675,19,+,7557507,150,474,ENSMUST00000025925
ENSMUSG00000060679,1,+,42851291,316,1,ENSMUST00000057208
ENSMUSG00000060681,X,+,56609869,63,150,ENSMUST00000144068
ENSMUSG00000060699,6,-,66679185,1,2,ENSMUST00000227961
ENSMUSG00000060726,X,-,135719978,2,213,ENSMUST00000073674
ENSMUSG00000060733,10,+,71347853,75,99,ENSMUST00000118381
ENSMUSG00000060739,13,-,97137859,192,102,ENSMUST00000225410
ENSMUSG00000060759,7,+,108544120,1,407,ENSMUST00000078162
ENSMUSG00000060787,11,-,87921403,4,436,ENSMUST00000215062
ENSMUSG00000060791,7,+,28441027,6,12,ENSMUST00000078845
ENSMUSG00000060798,3,+,40540784,37,80,ENSMUST00000091186
ENSMUSG00000060802,2,+,122147700,1487,38,ENSMUST00000102476
ENSMUSG00000060803,19,-,4037912,1886,292,ENSMUST00000169613
ENSMUSG00000060816,6,+,90178706,3,10,ENSMUST00000226520
ENSMUSG00000060860,7,-,4812335,217,170,ENSMUST00000205815
ENSMUSG00000060904,10,+,88731414,572,147,ENSMUST00000116234
ENSMUSG00000060923,11,-,30649387,148,8,ENSMUST00000074613
ENSMUSG00000060924,8,-,17535348,224,374,ENSMUST00000082104
ENSMUSG00000060981,13,+,23531103,225,12,ENSMUST00000102972
ENSMUSG00000060992,15,+,103272911,948,13,ENSMUST00000100162
ENSMUSG00000061024,1,+,9545447,86,77,ENSMUST00000072079
ENSMUSG00000061032,10,-,78412963,626,11,ENSMUST00000062678
ENSMUSG00000061046,17,-,25785562,293,454,ENSMUST00000077938
ENSMUSG00000061062,17,+,78491571,61,11,ENSMUST00000079363
ENSMUSG00000061065,X,-,9572720,1,372,ENSMUST00000079952
ENSMUSG00000061068,14,-,56062290,4,16,ENSMUST00000043249
ENSMUSG00000061080,16,+,39984371,470,290,ENSMUST00000191610
ENSMUSG00000061118,5,+,135064249,409,2,ENSMUST00000071263
ENSMUSG00000061119,7,+,92875316,77,23,ENSMUST00000207594
ENSMUSG00000061132,19,-,40994149,24,91,ENSMUST00000054769
ENSMUSG00000061136,2,-,53191201,262,14,ENSMUST00000076313
ENSMUSG00000061165,9,-,37712414,1,137,ENSMUST00000211952
ENSMUSG00000061171,2,-,65364012,33,93,ENSMUST00000112420
ENSMUSG00000061207,17,-,34836897,52,21,ENSMUST00000077477
ENSMUSG00000061232,17,-,34000274,197,17,ENSMUST00000173075
ENSMUSG00000061244,14,-,49066330,205,178,ENSMUST00000161504
ENSMUSG00000061273,X,-,56597933,181,70,ENSMUST00000059899
ENSMUSG00000061286,7,+,25659229,61,7,ENSMUST00000206561
ENSMUSG00000061298,4,+,110397783,95,89,ENSMUST00000106587
ENSMUSG00000061306,11,-,120151289,108,211,ENSMUST00000053692
ENSMUSG00000061322,4,+,41569819,19,173,ENSMUST00000102963
ENSMUSG00000061336,17,-,37624880,3,247,ENSMUST00000216128
ENSMUSG00000061353,6,+,117168579,484,77,ENSMUST00000112871
ENSMUSG00000061360,15,-,81871887,55,23,ENSMUST00000023117
ENSMUSG00000061371,10,+,82048134,54,93,ENSMUST00000209622
ENSMUSG00000061436,6,-,38876168,181,3,ENSMUST00000159894
ENSMUSG00000061451,19,-,5085480,1247,108,ENSMUST00000140389
ENSMUSG00000061458,12,+,17348464,113,90,ENSMUST00000046011
ENSMUSG00000061461,5,+,53267161,79,83,ENSMUST00000204218
ENSMUSG00000061474,13,-,100744617,265,49,ENSMUST00000109333
ENSMUSG00000061477,12,-,28635871,521,217,ENSMUST00000074267
ENSMUSG00000061482,13,+,23581580,2182,22,ENSMUST00000102968
ENSMUSG00000061518,1,+,36691570,1878,17,ENSMUST00000193210
ENSMUSG00000061524,14,+,122475409,90,26,ENSMUST00000137059
ENSMUSG00000061576,5,+,27262231,475,74,ENSMUST00000101471
ENSMUSG00000061589,10,+,80755228,241,216,ENSMUST00000105336
ENSMUSG00000061601,5,+,14514984,459,238,ENSMUST00000182407
ENSMUSG00000061613,17,-,31658710,213,14,ENSMUST00000166526
ENSMUSG00000061615,13,+,23751096,56,37,ENSMUST00000078369
ENSMUSG00000061619,4,-,52497296,6,52,ENSMUST00000114578
ENSMUSG00000061650,11,+,59948254,370,13,ENSMUST00000081980
ENSMUSG00000061665,17,-,42876634,98,318,ENSMUST00000024709
ENSMUSG00000061666,11,-,87074060,214,83,ENSMUST00000020804
ENSMUSG00000061689,2,+,156613697,438,8,ENSMUST00000127944
ENSMUSG00000061718,11,+,98348737,241,357,ENSMUST00000078694
ENSMUSG00000061751,16,-,34514088,563,108,ENSMUST00000089655
ENSMUSG00000061755,5,-,41844277,97,109,ENSMUST00000202908
ENSMUSG00000061758,6,+,34384278,60,64,ENSMUST00000139156
ENSMUSG00000061759,10,+,4432627,48,44,ENSMUST00000118544
ENSMUSG00000061778,X,-,164980315,59,92,ENSMUST00000112247
ENSMUSG00000061787,7,-,81345212,168,8,ENSMUST00000080813
ENSMUSG00000061808,18,+,20665420,8002,19,ENSMUST00000075312
ENSMUSG00000061887,4,+,106911500,409,357,ENSMUST00000030367
ENSMUSG00000061904,10,-,91123958,1261,256,ENSMUST00000163246
ENSMUSG00000061950,17,+,65783050,36,393,ENSMUST00000162109
ENSMUSG00000061977,6,-,131685803,2,59,ENSMUST00000072404
ENSMUSG00000061979,5,-,134176740,17,26,ENSMUST00000076228
ENSMUSG00000061981,11,+,78037989,97,75,ENSMUST00000072289
ENSMUSG00000061983,10,-,23787189,168,182,ENSMUST00000220070
ENSMUSG00000061991,13,+,23533892,16,19,ENSMUST00000073261
ENSMUSG00000062014,14,-,46822188,275,85,ENSMUST00000111817
ENSMUSG00000062044,7,+,45785372,735,234,ENSMUST00000209701
ENSMUSG00000062070,X,+,106187179,990,72,ENSMUST00000135949
ENSMUSG00000062075,10,-,80918228,27,10,ENSMUST00000057623
ENSMUSG00000062078,17,-,10319301,324,428,ENSMUST00000097414
ENSMUSG00000062083,19,-,50030736,14,1,ENSMUST00000071866
ENSMUSG00000062098,2,+,138278523,1184,385,ENSMUST00000075410
ENSMUSG00000062101,17,-,55945217,11,43,ENSMUST00000056147
ENSMUSG00000062110,5,-,74531715,82,96,ENSMUST00000113542
ENSMUSG00000062115,11,+,60104958,80,55,ENSMUST00000156902
ENSMUSG00000062116,7,-,7121435,55,135,ENSMUST00000056246
ENSMUSG00000062148,14,+,51853997,1,1,ENSMUST00000169070
ENSMUSG00000062169,1,+,181150977,123,16,ENSMUST00000111059
ENSMUSG00000062198,12,-,55080084,58,7,ENSMUST00000021406
ENSMUSG00000062203,16,-,11254202,120,205,ENSMUST00000167571
ENSMUSG00000062209,1,-,69108033,44,277,ENSMUST00000119142
ENSMUSG00000062234,5,-,108629736,230,91,ENSMUST00000135225
ENSMUSG00000062248,13,+,51645103,6,310,ENSMUST00000075853
ENSMUSG00000062252,17,+,28575738,7,263,ENSMUST00000080780
ENSMUSG00000062257,9,+,27791330,1298,56,ENSMUST00000115243
ENSMUSG00000062270,9,-,90114683,530,108,ENSMUST00000191353
ENSMUSG00000062296,9,+,111311834,228,8,ENSMUST00000078626
ENSMUSG00000062300,7,-,19749514,7,212,ENSMUST00000075447
ENSMUSG00000062309,9,+,57504055,62,182,ENSMUST00000080514
ENSMUSG00000062312,11,+,98412503,9,160,ENSMUST00000058295
ENSMUSG00000062373,15,-,58823436,155,308,ENSMUST00000072113
ENSMUSG00000062376,19,+,46689938,196,10,ENSMUST00000074912
ENSMUSG00000062380,8,+,123411565,1231,41,ENSMUST00000212743
ENSMUSG00000062382,13,+,74406413,123,191,ENSMUST00000221435
ENSMUSG00000062400,16,-,89047931,3,88,ENSMUST00000074637
ENSMUSG00000062434,7,-,108846441,1,433,ENSMUST00000071410
ENSMUSG00000062444,7,-,81493690,324,70,ENSMUST00000082090
ENSMUSG00000062456,19,-,32466554,65,3,ENSMUST00000078034
ENSMUSG00000062464,17,+,32621611,5,84,ENSMUST00000077639
ENSMUSG00000062480,17,-,12940338,34,38,ENSMUST00000160378
ENSMUSG00000062488,19,+,34607968,34,26,ENSMUST00000076249
ENSMUSG00000062542,7,+,107370922,29,81,ENSMUST00000130414
ENSMUSG00000062545,4,-,128618588,2,133,ENSMUST00000074829
ENSMUSG00000062580,1,-,135313726,377,7,ENSMUST00000081104
ENSMUSG00000062591,17,-,57087585,4623,72,ENSMUST00000071135
ENSMUSG00000062604,5,-,23616551,328,187,ENSMUST00000198661
ENSMUSG00000062627,4,-,94979068,151,3,ENSMUST00000075872
ENSMUSG00000062629,17,-,37590724,2,373,ENSMUST00000076914
ENSMUSG00000062647,2,+,26910817,248,11,ENSMUST00000102898
ENSMUSG00000062661,2,+,31245868,803,311,ENSMUST00000000199
ENSMUSG00000062727,13,+,22035858,15,29,ENSMUST00000110455
ENSMUSG00000062729,1,-,171281113,73,353,ENSMUST00000192956
ENSMUSG00000062742,18,+,35536557,273,26,ENSMUST00000081864
ENSMUSG00000062761,5,+,31452507,100,41,ENSMUST00000076264
ENSMUSG00000062793,2,+,87989895,1,218,ENSMUST00000102622
ENSMUSG00000062794,9,-,22259902,21,143,ENSMUST00000086281
ENSMUSG00000062797,7,-,89941146,234,148,ENSMUST00000153470
ENSMUSG00000062825,11,-,120348481,3019,219,ENSMUST00000128055
ENSMUSG00000062861,7,+,6383347,24,47,ENSMUST00000081022
ENSMUSG00000062866,10,-,13324261,33,152,ENSMUST00000105543
ENSMUSG00000062867,9,+,108560474,89,60,ENSMUST00000193421
ENSMUSG00000062906,15,-,89128659,36,211,ENSMUST00000109347
ENSMUSG00000062908,3,-,153944440,105,15,ENSMUST00000072697
ENSMUSG00000062929,12,-,54862878,194,1,ENSMUST00000221374
ENSMUSG00000062931,10,-,82241275,253,102,ENSMUST00000041264
ENSMUSG00000062937,4,+,89137415,54,77,ENSMUST00000058030
ENSMUSG00000062960,5,-,75978452,36,284,ENSMUST00000113516
ENSMUSG00000062997,2,-,39005119,2514,33,ENSMUST00000080861
ENSMUSG00000063021,13,-,21753841,309,14,ENSMUST00000074752
ENSMUSG00000063049,8,-,47675137,85,457,ENSMUST00000080353
ENSMUSG00000063052,3,+,158036722,139,4,ENSMUST00000156597
ENSMUSG00000063060,14,+,63943698,11,58,ENSMUST00000079652
ENSMUSG00000063142,14,-,24004209,111,84,ENSMUST00000145596
ENSMUSG00000063145,2,+,69647253,119,31,ENSMUST00000112286
ENSMUSG00000063160,7,+,27258809,278,129,ENSMUST00000079258
ENSMUSG00000063179,7,+,131371169,212,5,ENSMUST00000141914
ENSMUSG00000063200,13,+,43398397,405,8,ENSMUST00000222499
ENSMUSG00000063225,9,-,38666169,1,327,ENSMUST00000076542
ENSMUSG00000063236,15,+,76948775,76,34,ENSMUST00000230274
ENSMUSG00000063260,15,-,89841897,52,128,ENSMUST00000029441
ENSMUSG00000063273,3,+,51416038,204,285,ENSMUST00000029303
ENSMUSG00000063275,2,-,14055968,30,101,ENSMUST00000114753
ENSMUSG00000063297,7,+,54835661,246,298,ENSMUST00000082373
ENSMUSG00000063316,11,+,101442433,439,292,ENSMUST00000107249
ENSMUSG00000063317,7,-,121707398,255,145,ENSMUST00000205473
ENSMUSG00000063320,10,-,82623149,64,334,ENSMUST00000183416
ENSMUSG00000063334,10,+,111972791,158,2,ENSMUST00000174653
ENSMUSG00000063350,9,+,37745810,2,326,ENSMUST00000216982
ENSMUSG00000063358,16,+,16983423,3917,204,ENSMUST00000069107
ENSMUSG00000063364,2,-,150362713,80,69,ENSMUST00000051153
ENSMUSG00000063382,9,+,44482810,22,15,ENSMUST00000217898
ENSMUSG00000063406,5,-,108132528,132,104,ENSMUST00000119784
ENSMUSG00000063410,14,-,121379228,139,289,ENSMUST00000079817
ENSMUSG00000063412,8,-,34111710,45,8,ENSMUST00000080152
ENSMUSG00000063445,16,-,4719090,50,156,ENSMUST00000079130
ENSMUSG00000063455,6,-,38254091,64,82,ENSMUST00000149557
ENSMUSG00000063457,10,+,80292474,269,7,ENSMUST00000068408
ENSMUSG00000063480,15,-,82047574,284,85,ENSMUST00000080622
ENSMUSG00000063531,5,+,14025621,66,289,ENSMUST00000073957
ENSMUSG00000063558,1,+,58029992,35,25,ENSMUST00000001027
ENSMUSG00000063568,6,-,53068602,84,35,ENSMUST00000074541
ENSMUSG00000063600,3,+,29082575,89,275,ENSMUST00000118531
ENSMUSG00000063626,8,-,29219602,64,264,ENSMUST00000210298
ENSMUSG00000063632,12,-,27342693,44,285,ENSMUST00000079063
ENSMUSG00000063652,11,-,53980303,7,446,ENSMUST00000076493
ENSMUSG00000063659,1,+,177444665,606,145,ENSMUST00000192699
ENSMUSG00000063660,17,-,37264077,1,415,ENSMUST00000080759
ENSMUSG00000063661,15,-,101802334,15,37,ENSMUST00000063292
ENSMUSG00000063663,X,-,108834319,76,190,ENSMUST00000041866
ENSMUSG00000063687,18,+,37320398,20,171,ENSMUST00000078271
ENSMUSG00000063689,3,+,96219889,26,27,ENSMUST00000073115
ENSMUSG00000063698,19,-,60861409,55,72,ENSMUST00000124921
ENSMUSG00000063704,15,+,75993819,16,41,ENSMUST00000089669
ENSMUSG00000063713,7,+,44188269,3,4,ENSMUST00000073713
ENSMUSG00000063728,X,-,154925501,4,443,ENSMUST00000076986
ENSMUSG00000063760,10,-,31609662,17,478,ENSMUST00000081989
ENSMUSG00000063767,3,+,90655374,2,134,ENSMUST00000079286
ENSMUSG00000063780,15,+,98437435,38,36,ENSMUST00000213608
ENSMUSG00000063785,X,+,48256909,62,34,ENSMUST00000080713
ENSMUSG00000063787,14,+,20703072,146,2,ENSMUST00000226072
ENSMUSG00000063800,4,-,108579115,55,1,ENSMUST00000079213
ENSMUSG00000063801,7,-,79920604,231,27,ENSMUST00000075657
ENSMUSG00000063802,7,-,4684943,157,333,ENSMUST00000206946
ENSMUSG00000063810,6,+,85587634,26,12,ENSMUST00000072018
ENSMUSG00000063844,2,+,111254034,2,482,ENSMUST00000213658
ENSMUSG00000063856,9,+,108339293,425,20,ENSMUST00000082429
ENSMUSG00000063873,2,+,145167976,101,83,ENSMUST00000110007
ENSMUSG00000063882,4,-,116075026,736,57,ENSMUST00000078676
ENSMUSG00000063888,17,-,46782640,198,8,ENSMUST00000078286
ENSMUSG00000063895,14,-,60251376,219,107,ENSMUST00000225805
ENSMUSG00000063903,7,+,44225455,3,24,ENSMUST00000075162
ENSMUSG00000063919,5,-,116591803,222,339,ENSMUST00000076124
ENSMUSG00000063931,7,+,34912431,158,7,ENSMUST00000075068
ENSMUSG00000063953,10,-,35711871,292,312,ENSMUST00000080898
ENSMUSG00000063954,3,-,96240285,226,35,ENSMUST00000074976
ENSMUSG00000063972,2,-,38926400,19,183,ENSMUST00000076275
ENSMUSG00000064023,7,+,43798055,71,8,ENSMUST00000205537
ENSMUSG00000064037,5,+,31494771,64,2,ENSMUST00000076949
ENSMUSG00000064063,13,+,67863402,296,104,ENSMUST00000078471
ENSMUSG00000064084,2,+,88816833,2,340,ENSMUST00000214703
ENSMUSG00000064105,19,+,46761653,64,120,ENSMUST00000077666
ENSMUSG00000064109,7,-,30419828,2,82,ENSMUST00000208740
ENSMUSG00000064120,17,+,49428396,68,46,ENSMUST00000174647
ENSMUSG00000064127,X,-,12762000,122,301,ENSMUST00000076016
ENSMUSG00000064129,X,+,91634431,1,13,ENSMUST00000078469
ENSMUSG00000064179,7,-,4514434,5,66,ENSMUST00000178163
ENSMUSG00000064194,7,+,43177642,11,59,ENSMUST00000202535
ENSMUSG00000064213,8,+,21734507,1,30,ENSMUST00000080533
ENSMUSG00000064220,3,+,96245552,513,29,ENSMUST00000078756
ENSMUSG00000064225,9,+,95559693,57,266,ENSMUST00000079597
ENSMUSG00000064246,1,+,134182186,24,71,ENSMUST00000156873
ENSMUSG00000064254,7,+,24593908,49,23,ENSMUST00000077191
ENSMUSG00000064267,5,+,122216007,7,336,ENSMUST00000100747
ENSMUSG00000064288,13,-,21750520,195,15,ENSMUST00000102983
ENSMUSG00000064294,1,+,58113184,17,75,ENSMUST00000162011
ENSMUSG00000064325,8,-,80057518,27,3,ENSMUST00000079038
ENSMUSG00000064326,12,+,112644937,123,30,ENSMUST00000109755
ENSMUSG00000065968,16,-,13986894,5,6,ENSMUST00000230206
ENSMUSG00000065990,4,+,155831682,285,334,ENSMUST00000105591
ENSMUSG00000066026,4,+,144893109,26,406,ENSMUST00000084184
ENSMUSG00000066058,4,+,119255435,5,138,ENSMUST00000094823
ENSMUSG00000066129,7,+,139894982,84,205,ENSMUST00000121839
ENSMUSG00000066148,4,+,62408810,71,65,ENSMUST00000084524
ENSMUSG00000066151,4,-,62360441,112,19,ENSMUST00000084528
ENSMUSG00000066152,4,+,62286475,95,94,ENSMUST00000084530
ENSMUSG00000066191,4,-,47057325,28,45,ENSMUST00000107747
ENSMUSG00000066196,4,-,43653543,4,2,ENSMUST00000084646
ENSMUSG00000066197,7,-,119184488,5,114,ENSMUST00000084650
ENSMUSG00000066232,7,+,110018325,508,100,ENSMUST00000084731
ENSMUSG00000066233,9,+,123021368,79,11,ENSMUST00000213514
ENSMUSG00000066278,5,-,124032252,72,40,ENSMUST00000040967
ENSMUSG00000066306,7,+,101934004,91,107,ENSMUST00000163183
ENSMUSG00000066324,4,-,4793285,163,182,ENSMUST00000084949
ENSMUSG00000066357,9,-,108578614,237,21,ENSMUST00000068700
ENSMUSG00000066441,12,-,79191834,87,44,ENSMUST00000159500
ENSMUSG00000066456,9,-,83146536,188,91,ENSMUST00000187193
ENSMUSG00000066463,9,-,78313747,1,351,ENSMUST00000085308
ENSMUSG00000066568,7,-,34389579,85,101,ENSMUST00000085585
ENSMUSG00000066595,1,-,191026176,59,18,ENSMUST00000192666
ENSMUSG00000066607,9,+,58488151,253,452,ENSMUST00000217624
ENSMUSG00000066613,5,+,109996543,187,85,ENSMUST00000099484
ENSMUSG00000066637,12,+,9030026,39,31,ENSMUST00000085741
ENSMUSG00000066643,12,+,8974074,127,82,ENSMUST00000085745
ENSMUSG00000066682,5,-,137871747,2,94,ENSMUST00000196162
ENSMUSG00000066720,17,-,23684001,3,352,ENSMUST00000085989
ENSMUSG00000066735,5,+,129942086,44,86,ENSMUST00000201855
ENSMUSG00000066750,9,+,37803582,3,331,ENSMUST00000213368
ENSMUSG00000066800,1,+,153749270,16,156,ENSMUST00000182131
ENSMUSG00000066810,9,+,25089210,1,212,ENSMUST00000086238
ENSMUSG00000066878,17,-,89910411,12,95,ENSMUST00000086423
ENSMUSG00000066880,8,+,71922879,87,91,ENSMUST00000119003
ENSMUSG00000066892,9,-,20644746,83,19,ENSMUST00000151861
ENSMUSG00000066894,5,+,117319152,7,291,ENSMUST00000086464
ENSMUSG00000066900,5,-,117115922,86,109,ENSMUST00000086471
ENSMUSG00000066979,7,+,131560392,348,318,ENSMUST00000084502
ENSMUSG00000066983,17,+,70929025,10,33,ENSMUST00000092011
ENSMUSG00000067028,1,+,99772417,73,348,ENSMUST00000086738
ENSMUSG00000067038,19,+,59322306,202,65,ENSMUST00000086764
ENSMUSG00000067071,1,-,91413199,19,62,ENSMUST00000086851
ENSMUSG00000067148,17,-,46247967,123,4,ENSMUST00000087026
ENSMUSG00000067194,X,+,159372252,283,148,ENSMUST00000087143
ENSMUSG00000067199,19,+,41830013,39,155,ENSMUST00000087155
ENSMUSG00000067212,17,-,36032694,19,25,ENSMUST00000102678
ENSMUSG00000067215,X,+,153007152,10,260,ENSMUST00000095755
ENSMUSG00000067242,19,+,38264694,227,189,ENSMUST00000198518
ENSMUSG00000067261,4,+,99656417,16,208,ENSMUST00000087285
